name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_acronyms,ghs_hazard,confidence,source,source_url
"1,1-Diallyloxyethane",20682-69-3,CC(OCC=C)OCC=C,C8H14O2,15.4,5.1,4.8,142.2,,,ether,Organooxygen compounds,Ethers,3-(1-prop-2-enoxyethoxy)prop-1-ene,"1,1-Diallyloxyethane",,,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/225379
"1,1-Dibromoethane",557-91-5,CC(Br)Br,C2H4Br2,18.5,8.4,8.8,187.86,109.5,,halogenated,Organobromides,,"1,1-dibromoethane","1,1-Dibromoethane",,H301; H302; H311; H312; H315; H319; H331; H332; H335; H351,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11201
"1,1-Dibromoethylene",593-92-0,BrC(Br)=C,C2H2Br2,16.2,4.8,7.0,185.85,92.1,,ether,Organooxygen compounds,Ketene acetals,"1,1-dibromoethene","1,1-Dibromoethylene",,,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11652
"1,1-Dichloro-1-Nitroethane",594-72-9,CC(Cl)(Cl)[N+]([O-])=O,C2H3Cl2NO2,16.8,12.1,4.3,143.95,123.6,,hydrocarbon,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,"1,1-dichloro-1-nitroethane","1,1-Dichloro-1-Nitroethane",,H301; H311; H331; H226; H302; H315; H370,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11674
"1,1-Dichloroacetone",513-88-2,CC(=O)C(Cl)Cl,C3H4Cl2O,17.1,7.6,5.4,126.97,120.1,,ether,Organooxygen compounds,Carbonyl compounds,"1,1-dichloropropan-2-one","1,1-Dichloroacetone",,H226; H301; H302; H314; H318; H319; H400; H410,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10567
"1,1-Dichloroethane",75-34-3,CC(Cl)Cl,C2H4Cl2,16.5,7.8,3.0,98.96,,,halogenated,Organochlorides,,"1,1-dichloroethane","1,1-Dichloroethane",,H225; H302; H319; H335; H412; H332; H315; H336; H341; H370; H402; H411; H333; H373,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6365
"1,1-Dichloroethylene",75-35-4,ClC(Cl)=C,C2H2Cl2,16.4,5.2,2.4,96.94,31.4,,ether,Organooxygen compounds,Ketene acetals,"1,1-dichloroethene","1,1-Dichloroethylene",,H224; H332; H351; H302; H319; H372; H412; H341; H350; H401; H336; H361; H370; H305; H331; H373; H301; H315,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6366
"1,1-Dichloropropane",78-99-9,CCC(Cl)Cl,C3H6Cl2,16.1,7.8,3.5,112.98,88.1,,halogenated,Organochlorides,,"1,1-dichloropropane","1,1-Dichloropropane",,H225; H315; H319; H332; H335; H351; H402; H412,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6573
"1,1-Dichloropropene",563-58-6,CC=C(Cl)Cl,C3H4Cl2,16.9,6.7,2.9,110.97,76.6,,ether,Organooxygen compounds,Ketene acetals,"1,1-dichloroprop-1-ene","1,1-Dichloropropene",,H225; H301; H412,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11245
"1,1-Diethoxy Butane",3658-95-5,CCCC(OCC)OCC,C8H18O2,15.4,4.9,4.6,146.23,143.1,,ether,Organooxygen compounds,Ethers,"1,1-diethoxybutane","1,1-Diethoxy Butane",,H225; H226; H315; H317; H319,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/77225
"1,1-Diethoxy Ethane",105-57-7,CCOC(C)OCC,C6H14O2,15.0,3.4,4.0,118.17,,,ether,Organooxygen compounds,Ethers,"1,1-diethoxyethane","1,1-Diethoxy Ethane",,H225; H315; H319; H318; H320; H335; H336,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7765
"1,1-Difluoroethane",75-37-6,CC(F)F,C2H4F2,14.9,9.3,2.9,66.05,-24.7,,fluorinated,Organofluorides,,"1,1-difluoroethane","1,1-Difluoroethane",,H220; H280; H336,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6368
"1,1-Difluoroethylene",75-38-7,FC(F)=C,C2H2F2,15.0,5.7,3.6,64.03,-82.9,,ether,Organooxygen compounds,Ketene acetals,"1,1-difluoroethene","1,1-Difluoroethylene",,H220; H230; H280; H340; H350; H336,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6369
"1,1-Dimethoxy Ethane",534-15-6,COC(C)OC,C4H10O2,15.1,4.9,4.9,90.12,62.9,,ether,Organooxygen compounds,Ethers,"1,1-dimethoxyethane","1,1-Dimethoxy Ethane",,H225,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10795
"1,1-Dimethyl Hydrazine",57-14-7,CN(C)N,C2H8N2,15.3,5.9,11.0,60.1,64.0,,amine,Organonitrogen compounds,Hydrazines and derivatives,"1,1-dimethylhydrazine","1,1-Dimethyl Hydrazine",,H225; H301; H314; H331; H350; H411; H311; H335; H317; H312; H315; H319; H330; H341; H351; H370; H372; H340; H361,0.97,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/5976
"1,2,3,4-Tetramethylbenzene",488-23-3,Cc1ccc(C)c(C)c1C,C10H14,18.8,0.5,0.5,134.22,,,aromatic,Benzene and substituted derivatives,,"1,2,3,4-tetramethylbenzene","1,2,3,4-Tetramethylbenzene",,H315; H319; H335,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10263
"1,2,3,5-Tetramethylbenzene",527-53-7,Cc1cc(C)c(C)c(C)c1,C10H14,18.6,0.5,0.5,134.22,,,aromatic,Benzene and substituted derivatives,,"1,2,3,5-tetramethylbenzene","1,2,3,5-Tetramethylbenzene",,H315; H319,0.975,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10695
"1,2,3-Benzotriazole",95-14-7,[nH]1nnc2ccccc12,C6H5N3,18.7,15.6,12.4,119.12,,,heterocyclic,Benzotriazoles,,2H-benzotriazole,"1,2,3-Benzotriazole",,H411; H302; H319; H332; H412; H336; H371; H402,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7220
"1,2,3-Triazole",288-36-8,[nH]1ccnn1,C2H3N3,20.7,8.8,15.0,69.07,,,heterocyclic,Azoles,Triazoles,2H-triazole,"1,2,3-Triazole",,H315; H319; H335,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/67516
"1,2,3-Trichloro Propene",96-19-5,ClCC(Cl)=CCl,C3H3Cl3,17.8,7.8,3.4,145.41,,,halogenated,Vinyl halides,Vinyl chlorides,"1,2,3-trichloroprop-1-ene","1,2,3-Trichloro Propene",,H227; H301; H302; H311; H315; H319; H330; H331; H335,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7286
"1,2,3-Trichloropropane",96-18-4,ClCC(Cl)CCl,C3H5Cl3,17.8,12.3,3.4,147.43,,,halogenated,Organochlorides,,"1,2,3-trichloropropane","1,2,3-Trichloropropane",,H302; H312; H332; H350; H360; H301; H311; H319; H331; H341; H372; H373; H411; H227; H330; H335; H370; H401; H336; H371,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7285
"1,2,4,5-Tetrachlorobenzene",95-94-3,Clc1cc(Cl)c(Cl)cc1Cl,C6H2Cl4,21.2,10.7,3.4,215.9,243.1,,aromatic,Benzene and substituted derivatives,Halobenzenes,"1,2,4,5-tetrachlorobenzene","1,2,4,5-Tetrachlorobenzene",,H302; H315; H319; H335; H400; H410; H336; H361; H362; H372; H373,1.0,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7270
"1,2,4-Trichlorobenzene",120-82-1,Clc1ccc(Cl)c(Cl)c1,C6H3Cl3,20.2,4.2,3.2,181.4,213.6,,aromatic,Benzene and substituted derivatives,Halobenzenes,"1,2,4-trichlorobenzene","1,2,4-Trichlorobenzene",,H302; H315; H400; H410; H319; H335; H336; H351; H373; H316,1.0,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/13
"1,2-Butadiene",590-19-2,C[CH]=[C]=[CH2],C4H6,15.0,1.7,6.2,54.09,10.9,,hydrocarbon,Acyclic allenes,,"buta-1,2-diene","1,2-Butadiene",,H220; H224; H280; H411,0.97,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11535
"1,2-Chlorobromoethylene",,,,17.2,6.6,2.3,,,,halogenated,,,"1,2-chlorobromoethylene","1,2-Chlorobromoethylene",,,0.06,hsp_solvents_2,
"1,2-Cyclohexanediol",931-17-9,OC1CCCCC1O,C6H12O2,17.4,9.8,18.3,116.16,,,ether,Organooxygen compounds,Alcohols and polyols,"cyclohexane-1,2-diol","1,2-Cyclohexanediol",,H315; H319; H335,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/13601
"1,2-Cyclohexanedione",765-87-7,O=C1CCCCC1=O,C6H8O2,18.6,10.3,8.0,112.13,194.1,,ether,Organooxygen compounds,Carbonyl compounds,"cyclohexane-1,2-dione","1,2-Cyclohexanedione",,H302; H315; H319; H335,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/13006
"1,2-Dibromoethylene",540-49-8,BrC=CBr,C2H2Br2,17.0,4.9,3.0,185.85,111.9,,halogenated,Vinyl halides,Vinyl bromides,"1,2-dibromoethene","1,2-Dibromoethylene",,H301; H315; H319; H335,0.97,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10897
"1,2-Dichloroethylene (Cis)",156-59-2,,,17.0,8.0,3.2,,,,halogenated,Vinyl halides,Vinyl chlorides,"(Z)-1,2-dichloroethene","1,2-Dichloroethylene (Cis)",,,0.7,hsp_solvents_2,
"1,2-Dichloropropane",78-87-5,CC(Cl)CCl,C3H6Cl2,17.3,7.1,2.9,112.98,,,halogenated,Organochlorides,,"1,2-dichloropropane","1,2-Dichloropropane",,H225; H302; H332; H350; H331; H317; H319; H336; H341; H361; H370; H372; H373; H401; H411; H315; H335; H351; H316,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/6564
"1,2-Dichloropropene (Cis)",6923-20-2,,,17.0,8.5,2.9,,,,halogenated,Vinyl halides,Vinyl chlorides,"(Z)-1,2-dichloroprop-1-ene","1,2-Dichloropropene (Cis)",,,0.7,hsp_solvents_2,
"1,2-Dichlorotetrafluoroethane (Freon 114)",76-14-2,FC(F)(Cl)C(F)(F)Cl,C2Cl2F4,12.6,1.8,0.0,170.92,3.8,,halogenated,Alkyl halides,Alkyl chlorides,"1,2-dichloro-1,1,2,2-tetrafluoroethane","1,2-Dichlorotetrafluoroethane (Freon 114)",,H280; H420; H335; H336; H370,0.7,hsp_solvents_2,
"1,2-Dichlorovinyl Ethyl Ether",42345-82-4,CCOC(Cl)=CCl,C4H6Cl2O,16.9,10.5,6.0,140.99,,,halogenated,Vinyl halides,Vinyl chlorides,"1,2-dichloro-1-ethoxyethene","1,2-Dichlorovinyl Ethyl Ether",,,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/53440473
"1,2-Diethyl Benzene",135-01-3,CCc1ccccc1CC,C10H14,17.7,0.1,1.0,134.22,,,aromatic,Benzene and substituted derivatives,,"1,2-diethylbenzene","1,2-Diethyl Benzene",,H226; H304; H315; H319; H335; H411; H412; H373,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8657
"1,2-Dihydroxybenzene (Catechol)",120-80-9,,,20.0,11.3,21.8,,,,alcohol,Phenols,Benzenediols,"benzene-1,2-diol","1,2-Dihydroxybenzene (Catechol)",,,0.7,hsp_solvents_2,
"1,2-Dimethoxybenzene",91-16-7,COc1ccccc1OC,C8H10O2,19.2,4.4,9.4,138.16,206.1,,aromatic,Benzene and substituted derivatives,Methoxybenzenes,"1,2-dimethoxybenzene","1,2-Dimethoxybenzene",,H302; H371,1.0,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7043
"1,2-Dinitrobenzene",528-29-0,[O-][N+](=O)c1ccccc1[N+]([O-])=O,C6H4N2O4,20.6,11.6,3.9,168.11,,,aromatic,Benzene and substituted derivatives,Nitrobenzenes,"1,2-dinitrobenzene","1,2-Dinitrobenzene",,H300; H310; H330; H373; H400; H410; H370; H372; H317; H319; H361; H316; H335,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10707
"1,2-Epoxy-2-Propene",40079-14-9,C=C1CO1,C3H4O,16.5,8.6,6.7,56.06,,,hydrocarbon,Epoxides,,2-methylideneoxirane,"1,2-Epoxy-2-Propene",,,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/3029326
"1,2-Ethane Dithiol",540-63-6,,C2H6S2,17.9,7.2,8.7,94.2,146.1,,sulfur compound,Thiols,Alkylthiols,"ethane-1,2-dithiol","1,2-Ethane Dithiol",,H226; H301; H302; H310; H312; H319; H330,0.808,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10902
"1,2-Methylenedioxybenzene (G.C.)",274-09-9,,,19.0,6.7,5.9,,,,aromatic,Benzodioxoles,,"1,3-benzodioxole","1,2-Methylenedioxybenzene (G.C.)",,,0.7,hsp_solvents_2,
"1,2-Propadiene (Allene)",463-49-0,,,15.3,3.0,6.8,,,,hydrocarbon,Acyclic allenes,,"propa-1,2-diene","1,2-Propadiene (Allene)",,,0.7,hsp_solvents_2,
"1,3,5-Trioxane",110-88-3,C1OCOCO1,C3H6O3,18.7,9.2,8.6,90.08,,,ether,Trioxanes,,"1,3,5-trioxane","1,3,5-Trioxane",,H228; H335; H361; H370; H372; H336; H360; H373,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8081
"1,3-Benzenediol",108-46-3,Oc1cccc(O)c1,C6H6O2,18.6,8.1,20.3,110.11,276.9,,alcohol,Phenols,Benzenediols,"benzene-1,3-diol","1,3-Benzenediol",,H302; H315; H317; H319; H370; H400; H371; H318; H372; H313; H333; H410,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/5054
"1,3-Bis(Trifluoromethyl)Benzene",402-31-3,,C8H4F6,17.0,6.8,0.0,214.11,116.1,,halogenated,Benzene and substituted derivatives,Trifluoromethylbenzenes,"1,3-bis(trifluoromethyl)benzene","1,3-Bis(Trifluoromethyl)Benzene",,H226; H315; H319; H335; H411,0.7,hsp_solvents_2,
"1,3-Butadiene",106-99-0,C=CC=C,C4H6,14.8,2.8,5.6,54.09,,,hydrocarbon,Unsaturated hydrocarbons,Olefins,"buta-1,3-diene","1,3-Butadiene",,H220; H340; H350; H280; H361; H412; H319; H335; H336; H360; H372; H373,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7845
"1,3-Butadiene-1,2-Di-Chloro",3574-40-1,,C4H4Cl2,17.0,10.7,2.8,122.98,,,halogenated,Vinyl halides,Vinyl chlorides,"(1Z)-1,2-dichlorobuta-1,3-diene","1,3-Butadiene-1,2-Di-Chloro",,,0.795,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/5463151
"1,3-Butadiene-1-Chloro",627-22-5,,C4H5Cl,15.6,8.5,2.0,88.53,,,halogenated,Vinyl halides,Vinyl chlorides,"1-chlorobuta-1,3-diene","1,3-Butadiene-1-Chloro",,H225; H315; H319; H335; H373,0.795,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/12311
"1,3-Butanediol",107-88-0,CC(O)CCO,C4H10O2,16.5,8.1,20.9,90.12,,,ether,Organooxygen compounds,Alcohols and polyols,"butane-1,3-diol","1,3-Butanediol",,H226,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7896
"1,3-Dichloro Propane",142-28-9,ClCCCCl,C3H6Cl2,18.0,8.2,3.0,112.98,,,halogenated,Organochlorides,,"1,3-dichloropropane","1,3-Dichloro Propane",,H225; H226; H317; H319; H412; H315; H336; H371,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8881
"1,3-Dichloro-2-Butene",926-57-8,CC(Cl)=CCCl,C4H6Cl2,16.9,7.8,2.7,124.99,127.1,,halogenated,Vinyl halides,Vinyl chlorides,"1,3-dichlorobut-2-ene","1,3-Dichloro-2-Butene",,H226; H301; H302; H312; H315; H319; H331; H335,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/13556
"1,3-Dichloro-2-Fluorobenzene",2268-05-5,Fc1c(Cl)cccc1Cl,C6H3Cl2F,19.4,9.1,2.7,164.99,168.6,,aromatic,Benzene and substituted derivatives,Halobenzenes,"1,3-dichloro-2-fluorobenzene","1,3-Dichloro-2-Fluorobenzene",,H228; H315; H319; H335,0.925,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/137520
"1,3-Dichloro-2-Propanol",96-23-1,OC(CCl)CCl,C3H6Cl2O,17.5,9.9,14.6,128.98,175.2,,alcohol,Halohydrins,Chlorohydrins,"1,3-dichloropropan-2-ol","1,3-Dichloro-2-Propanol",,H301; H312; H350; H311; H314; H318; H330; H335; H336; H341; H370; H373; H227; H315; H319; H351; H372,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7289
"1,3-Dimethoxy Butane",10143-66-5,COCCC(C)OC,C6H14O2,15.6,5.5,5.2,118.17,,,ether,Organooxygen compounds,Ethers,"1,3-dimethoxybutane","1,3-Dimethoxy Butane",,,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/25011
"1,3-Dioxolane",646-06-0,C1COCO1,C3H6O2,18.1,6.6,9.3,74.08,74.6,,ether,Dioxolanes,"1,3-dioxolanes","1,3-dioxolane","1,3-Dioxolane",,H225; H319; H360; H318; H361; H303; H316; H341,1.0,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/12586
"1,3-Pentadiene (Trans)",2004-70-8,,,15.0,2.5,4.0,,,,hydrocarbon,Unsaturated hydrocarbons,Olefins,"(3E)-penta-1,3-diene","1,3-Pentadiene (Trans)",,,0.7,hsp_solvents_2,
"1,3-Propane Sultone",1120-71-4,O=[S]1(=O)CCCO1,C3H6O3S,18.4,16.0,9.0,122.15,,,hydrocarbon,Oxathiolanes,Gamma sultones,"oxathiolane 2,2-dioxide","1,3-Propane Sultone",,H302; H312; H350; H301; H311; H315; H318; H319; H332; H341; H412; H370; H402; H316; H320; H335; H351; H330,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/14264
"1,3-Propanediol (Trimethyleneglycol)",504-63-2,,,16.8,13.5,23.2,,,,alcohol,Organooxygen compounds,Alcohols and polyols,"propane-1,3-diol","1,3-Propanediol (Trimethyleneglycol)",,,0.7,hsp_solvents_2,
"1,4-Butandiol Diacrylate",1070-70-8,OCCCCO.OC(=O)C=C.OC(=O)C=C,C10H14O4,16.8,9.1,4.2,198.22,,,acid,Carboxylic acids and derivatives,Acrylic acids and derivatives,4-prop-2-enoyloxybutyl prop-2-enoate,"1,4-Butandiol Diacrylate",,H312; H314; H317; H302; H311; H318; H319; H332; H412; H315,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/70613
"1,4-Butanediol",110-63-4,OCCCCO,C4H10O2,16.6,11.0,20.9,90.12,229.7,,ether,Organooxygen compounds,Alcohols and polyols,"butane-1,4-diol","1,4-Butanediol",,H302; H336,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8064
"1,4-Dichloro-2-Butene",764-41-0,ClCC=CCCl,C4H6Cl2,17.8,7.6,2.0,124.99,,,halogenated,Organochlorides,,"1,4-dichlorobut-2-ene","1,4-Dichloro-2-Butene",,H301; H311; H314; H330; H350; H400; H410; H226; H318; H336; H341; H370; H372; H340; H361,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/15122
"1,4-Dichlorobutane",110-56-5,ClCCCCCl,C4H8Cl2,18.3,7.7,2.8,127.01,,,halogenated,Organochlorides,,"1,4-dichlorobutane","1,4-Dichlorobutane",,H226; H315; H319; H335; H412,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8059
"1,4-Dihydroxybenzene (1,4-Benzenediol)",123-31-9,,,21.0,10.2,27.2,,,,alcohol,Phenols,Benzenediols,"benzene-1,4-diol","1,4-Dihydroxybenzene (1,4-Benzenediol)",,,0.7,hsp_solvents_2,
"1,4-Dioxane",123-91-1,C1COCCO1,C4H8O2,17.1,6.8,7.8,88.11,,,ether,Dioxanes,"1,4-dioxanes","1,4-dioxane","1,4-Dioxane",dioxane,H225; H319; H335; H350; H351; H332; H336; H372; H315; H370; H373; H313; H331,0.975,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/31275
"1,4-Dioxane (High P)",123-91-1,,,17.1,6.8,7.8,,,,ether,Dioxanes,"1,4-dioxanes","1,4-dioxane","1,4-Dioxane (High P)",dioxane,,0.7,hsp_solvents_2,
"1,4-Thioxane",15980-15-1,C1CSCCO1,C4H8OS,19.0,6.6,7.7,104.17,,,sulfur compound,Oxathianes,,"1,4-oxathiane","1,4-Thioxane",,H226; H315; H319; H335,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/27596
"1,5-Dichloropentane",628-76-2,ClCCCCCCl,C5H10Cl2,18.0,7.8,1.5,141.04,180.1,,halogenated,Organochlorides,,"1,5-dichloropentane","1,5-Dichloropentane",,H226; H301; H315; H319; H335,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/12353
"1,8-Cineole (Eucalyptol)",470-82-6,,,16.7,4.6,3.4,,,,terpene,Oxanes,,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","1,8-Cineole (Eucalyptol)",,,0.7,hsp_solvents_2,
"1,9-Nonanediol",3937-56-2,OCCCCCCCCCO,C9H20O2,15.7,7.0,15.1,160.25,,,alcohol,Fatty Acyls,Fatty alcohols,"nonane-1,9-diol","1,9-Nonanediol",,H315; H319; H335; H412,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/19835
"1-Acetoxy-1,3-Butadiene",1515-76-0,CC(=O)OC=CC=C,C6H8O2,16.1,4.4,8.3,112.13,,,acid,Carboxylic acids and derivatives,Carboxylic acid derivatives,"[(1E)-buta-1,3-dienyl] acetate","1-Acetoxy-1,3-Butadiene",,H226; H302; H311; H315; H319; H335,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/5363433
1-Aminocyclopropane Carboxylic Acid,22059-21-8,NC1(CC1)C(O)=O,C4H7NO2,17.0,6.3,13.6,101.1,,,acid,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1-aminocyclopropane-1-carboxylic acid,1-Aminocyclopropane Carboxylic Acid,,H315; H319; H335,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/535
1-Bromo Propene (Cis),590-13-6,,,16.3,6.4,5.0,,,,halogenated,Vinyl halides,Vinyl bromides,(Z)-1-bromoprop-1-ene,1-Bromo Propene (Cis),,,0.7,hsp_solvents_2,
1-Bromo-4-Ethoxy Benzene,588-96-5,CCOc1ccc(Br)cc1,C8H9BrO,19.5,7.7,5.3,201.06,233.1,,halogenated,Phenol ethers,,1-bromo-4-ethoxybenzene,1-Bromo-4-Ethoxy Benzene,,H315; H319; H335,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/68523
1-Bromonaphthalene,90-11-9,Brc1cccc2ccccc12,C10H7Br,20.6,3.1,4.1,207.07,281.1,,aromatic,Naphthalenes,,1-bromonaphthalene,1-Bromonaphthalene,,H302; H319,1.0,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7001
1-Bromopropane,106-94-5,CCCBr,C3H7Br,16.4,7.9,4.8,122.99,,,halogenated,Organobromides,,1-bromopropane,1-Bromopropane,,H225; H315; H319; H335; H336; H360; H373; H332; H351; H372; H402; H412; H361,0.988,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7840
1-Butanethiol,109-79-5,CCCCS,C4H10S,16.3,5.3,4.5,90.19,,,hydrocarbon,Thiols,Alkylthiols,butane-1-thiol,1-Butanethiol,,H225; H302; H319; H332; H317; H335; H336; H370; H316; H320; H361; H371,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/8012
1-Butanol,71-36-3,CCCCO,C4H10O,16.0,5.7,15.8,74.12,,,ether,Organooxygen compounds,Alcohols and polyols,butan-1-ol,1-Butanol,n-BuOH,H226; H302; H315; H318; H335; H336; H319; H372; H305; H313,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/263
1-Butene,106-98-9,CCC=C,C4H8,13.2,1.3,3.9,56.11,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,but-1-ene,1-Butene,,H220; H280; H320; H336,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/7844
1-Butenyl Methyl Ether,4696-30-4,CCC=COC,C5H10O,15.1,5.3,5.2,86.13,,,ether,Organooxygen compounds,,4-methoxybut-1-ene,1-Butenyl Methyl Ether,,H225; H315; H319; H335,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/317680
1-Chloro Pentane,543-59-9,CCCCCCl,C5H11Cl,16.0,6.9,1.9,106.59,,,halogenated,Organochlorides,,1-chloropentane,1-Chloro Pentane,,H225; H302; H312; H332,0.945,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/10977
1-Chloro Vinyl Ethyl Ether,54722-81-5,CCOC(Cl)=C,,16.8,6.5,5.7,,,,ether,Organooxygen compounds,Ketene acetals,1-chloro vinyl ethyl ether,1-Chloro Vinyl Ethyl Ether,,,0.502,hsp_solvents_2,https://webbook.nist.gov/cgi/cbook.cgi?ID=54722-81-5
1-Chloro-1-Fluoro Ethylene,2317-91-1,FC(Cl)=C,C2H2ClF,16.0,6.9,4.0,80.49,-24.1,,ether,Organooxygen compounds,Ketene acetals,1-chloro-1-fluoroethene,1-Chloro-1-Fluoro Ethylene,,,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/75344
1-Chloro-1-Nitroethane,598-92-5,CC(Cl)[N+]([O-])=O,C2H4ClNO2,16.8,13.5,4.7,109.51,,,hydrocarbon,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,1-chloro-1-nitroethane,1-Chloro-1-Nitroethane,,,0.975,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/61149
1-Chloro-1-Nitropropane,600-25-9,CCC(Cl)[N+]([O-])=O,C3H6ClNO2,16.8,13.0,4.5,123.54,,,hydrocarbon,"Allyl-type 1,3-dipolar organic compounds",Organic nitro compounds,1-chloro-1-nitropropane,1-Chloro-1-Nitropropane,,H302; H332; H227; H319; H335; H316; H371,0.975,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11750
1-Chloro-2-Butene,591-97-9,CC=CCCl,C4H7Cl,16.2,7.7,2.0,90.55,84.0,,halogenated,Organochlorides,,1-chlorobut-2-ene,1-Chloro-2-Butene,,H225; H302; H314; H315; H317; H318; H332; H412,0.958,hsp_solvents_2,https://pubchem.ncbi.nlm.nih.gov/compound/11589
